,Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
152009,"Reggio School, Madrid, Spain",Andrés Jaque,41431,"(Spanish, born 1971)",(Spanish),(1971),(0),(male),2022,Digital image,,Gift of the architect,153.2024.1,Architecture,Architecture & Design,2024-05-13,N,467645,,,,,,,104.1402082804,,,91.1861823724,,
152947,Building Block of Empty Cans (Schlitz),Michael E. Reynolds,134888,"(American, born 1945)",(American),(1945),(0),(male),c. 1971,Steel beverage can and wire,"8 1/2 × 5 1/4 × 11 1/4"" (21.6 × 13.3 × 28.6 cm)",Committee on Architecture and Design Funds,155.2024,Architecture,Architecture & Design,2024-05-13,N,468881,,,,,28.5750571501,,21.5900431801,,,13.3350266701,,
152006,Radio Free Alcatraz: Glyphs,Chris Cornelius,137268,"(American and Oneida, born 1971)",(Oneida),(1971),(0),(male),2014,"Pencil, colored pencil, and applique film on mylar","18 × 24"" (45.7 × 61 cm)",Committee on Architecture and Design Funds,158.2024.3,Architecture,Architecture & Design,2024-05-13,Y,467640,https://www.moma.org/collection/works/467640,https://www.moma.org/media/W1siZiIsIjU3ODE1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8aa17b36e0021fbe,,,,,45.7200914402,,,60.9601219202,,
152015,"Reggio School, Madrid, Spain",Andrés Jaque,41431,"(Spanish, born 1971)",(Spanish),(1971),(0),(male),2022,Digital photograph,,Gift of the architect,154.2024.4,Architecture,Architecture & Design,2024-05-13,N,467651,,,,,,,118.8722377445,,,89.1541783084,,
147976,Bengali Song,"Arinjoy Sen, SHE Kantha (Malika Varma and Kantha artisans Anima, Tapati, Kakoli, Sabina, Ajija, and Manjila)","137138, 137799","(Indian, born 1996) (Kolkata, India, est. 1985)",(Indian) (Indian),(1996) (1985),(0) (0),(male) (),2023,Embroidered and printed silk,"Part (.a): 60 × 23 1/2"" (152.4 × 59.7 cm)
Part (.b): 60 × 37"" (152.4 × 94 cm)
Part (.c): 60 × 23 1/2"" (152.4 × 59.7 cm)",Committee on Architecture and Design Funds,156.2024.a-c,Architecture,Architecture & Design,2024-05-13,N,459938,,,,,,,152.4003048006,,,59.6901193802,,
152004,Radio Free Alcatraz: Trajectories,Chris Cornelius,137268,"(American and Oneida, born 1971)",(Oneida),(1971),(0),(male),2014,"Pencil, colored pencil, and applique film on mylar","18 × 24"" (45.7 × 61 cm)",Committee on Architecture and Design Funds,158.2024.1,Architecture,Architecture & Design,2024-05-13,Y,467638,https://www.moma.org/collection/works/467638,https://www.moma.org/media/W1siZiIsIjU3ODE1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=93a244af737ca5a8,,,,,45.7200914402,,,60.9601219202,,
152949,Elephant World: Brick Observation Tower,"Boonserm Premthada, Spaceshift Studio","137387, 137798","(Thai, born 1966)",(Thai) (),(1966) (0),(0) (0),(male) (),2019,Digital photograph,,Gift of the architect,146.2024.2,Architecture,Architecture & Design,2024-05-13,N,468888,,,,,,,,,,,,
152005,Radio Free Alcatraz: Territories,Chris Cornelius,137268,"(American and Oneida, born 1971)",(Oneida),(1971),(0),(male),2014,"Pencil, colored pencil, and applique film on mylar","18 × 24"" (45.7 × 61 cm)",Committee on Architecture and Design Funds,158.2024.2,Architecture,Architecture & Design,2024-05-13,Y,467639,https://www.moma.org/collection/works/467639,https://www.moma.org/media/W1siZiIsIjU3ODE1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9e3377cb12cabe5f,,,,,45.7200914402,,,60.9601219202,,
152014,"Reggio School, Madrid, Spain",Andrés Jaque,41431,"(Spanish, born 1971)",(Spanish),(1971),(0),(male),2022,Digital photograph,,Gift of the architect,154.2024.3,Architecture,Architecture & Design,2024-05-13,N,467650,,,,,,,133.8582677165,,,89.1541783084,,
151922,Occasional object (cutlery set),Virgil Abloh,137242,"(American, 1980 – 2021)",(American),(1980),(2021),(male),2022,Stainless steel,"7 3/4 × 1 × 1/4"" (19.7 × 2.5 × 0.6 cm)",Gift of the manufacturer,169.2024,Design,Architecture & Design,2024-05-13,N,467176,,,,,0.63500127,,19.6850393701,,,2.54000508,,
152016,"Reggio School, Madrid, Spain",Andrés Jaque,41431,"(Spanish, born 1971)",(Spanish),(1971),(0),(male),2022,Digital photograph,,Gift of the architect,154.2024.5,Architecture,Architecture & Design,2024-05-13,N,467652,,,,,,,89.1541783084,,,123.9522479045,,
151985,NASA Design Standard Manual,Bruce Blackburn,8081,"(American, 1938 – 2021)",(American),(1938),(2021),(male),c.1976,"Book, offset printed","9 1/8 × 5 7/8 × 3/16"" (23.2 × 14.9 × 0.5 cm)",Gift of the Bruce Blackburn Estate,173.2024,Design,Architecture & Design,2024-05-13,N,467404,,,,,0.4762509525,,23.1775463551,,,14.9225298451,,
151986,NASA logo letterform sketch,Bruce Blackburn,8081,"(American, 1938 – 2021)",(American),(1938),(2021),(male),c.1976,Pencil on paper,"app. 9 × 9"" (22.9 × 22.9 cm)",Gift of the Bruce Blackburn Estate,174.2024,Design,Architecture & Design,2024-05-13,N,467406,,,,,,,22.8600457201,,,22.8600457201,,
152012,"Reggio School, Madrid, Spain",Andrés Jaque,41431,"(Spanish, born 1971)",(Spanish),(1971),(0),(male),2022,Digital photograph,,Gift of the architect,154.2024.1,Architecture,Architecture & Design,2024-05-13,N,467648,,,,,,,89.1541783084,,,109.4742189484,,
152955,Elephant World: Brick Observation Tower,Boonserm Premthada,137387,"(Thai, born 1966)",(Thai),(1966),(0),(male),2015-2020,Pencil on paper,"8 1/4 × 11 3/4"" (21 × 29.8 cm)",Gift of the architect,145.2024.1,Architecture,Architecture & Design,2024-05-13,N,468895,,,,,,,20.9550419101,,,29.8450596901,,
152008,"Reggio School, Madrid, Spain",Andrés Jaque,41431,"(Spanish, born 1971)",(Spanish),(1971),(0),(male),2024,"Sand, clay, plaster, cardboard, acrylic, natural pigments, paper, treated and dehydrated plants","35 3/8 × 39 5/8 × 63"" (89.9 × 100.6 × 160 cm)",Committee on Architecture and Design Funds,151.2024,Architecture,Architecture & Design,2024-05-13,N,467643,,,,,160.0203200406,,89.9161798324,,,100.5842011684,,
152954,Elephant Dung Bricks,Boonserm Premthada,137387,"(Thai, born 1966)",(Thai),(1966),(0),(male),2015-2020,"Elephant dung, cement, sand","each: 2 × 10 1/8 × 10 1/8"" (5.1 × 25.7 × 25.7 cm)",Gift of the architect,144.2024.1-5,Architecture,Architecture & Design,2024-05-13,N,468894,,,,,25.7175514351,,5.08001016,,,25.7175514351,,
152944,The Anthropocene Museum - Baboon Parliament I,"Cave Bureau, Kabage Karanja, Stella Mutegi","137274, 137269, 137275","(Kenya, est. 2014) (Kenyan-British, born 1979) (Kenyan, born 1979)",(Kenyan) (Kenyan) (Kenyan),(2014) (1979) (1979),(0) (0) (0),() (male) (female),2019,Digital image,,Committee on Architecture and Design Funds,149.2024,Architecture,Architecture & Design,2024-05-13,N,468849,,,,,,,,,,,,
152952,Elephant World: Elephant Museum,"Boonserm Premthada, Spaceshift Studio","137387, 137798","(Thai, born 1966)",(Thai) (),(1966) (0),(0) (0),(male) (),2020,Digital photograph,,Gift of the architect,146.2024.5,Architecture,Architecture & Design,2024-05-13,N,468891,,,,,,,,,,,,
152951,Elephant World: The Cultural Courtyard,"Boonserm Premthada, Spaceshift Studio","137387, 137798","(Thai, born 1966)",(Thai) (),(1966) (0),(0) (0),(male) (),2020,Digital photograph,,Gift of the architect,146.2024.4,Architecture,Architecture & Design,2024-05-13,N,468890,,,,,,,,,,,,
152943,The Anthropocene Museum,"Cave Bureau, Kabage Karanja, Stella Mutegi","137274, 137269, 137275","(Kenya, est. 2014) (Kenyan-British, born 1979) (Kenyan, born 1979)",(Kenyan) (Kenyan) (Kenyan),(2014) (1979) (1979),(0) (0) (0),() (male) (female),2019-2024,Laser-etched leather hide,"69 × 38 1/2 × 1/16"" (175.3 × 97.8 × 0.2 cm)",Committee on Architecture and Design Funds,150.2024,Architecture,Architecture & Design,2024-05-13,N,468848,,,,,0.1587503175,,175.2603505207,,,97.7901955804,,
152948,Elephant World,"Boonserm Premthada, Spaceshift Studio","137387, 137798","(Thai, born 1966)",(Thai) (),(1966) (0),(0) (0),(male) (),2019,Digital photograph,,Gift of the architect,146.2024.1,Architecture,Architecture & Design,2024-05-13,N,468887,,,,,,,,,,,,
152946,"Reggio School, Madrid, Spain",Andrés Jaque,41431,"(Spanish, born 1971)",(Spanish),(1971),(0),(male),2024,Pencil on paper,"21 1/2 × 31"" (54.6 × 78.7 cm)",Gift of the architect,152.2024.2,Architecture,Architecture & Design,2024-05-13,Y,468853,https://www.moma.org/collection/works/468853,https://www.moma.org/media/W1siZiIsIjU3ODc2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=57dab905311759c6,,,,,54.6101092202,,,78.7401574803,,
152017,"Reggio School, Madrid, Spain",Andrés Jaque,41431,"(Spanish, born 1971)",(Spanish),(1971),(0),(male),2022,Digital photograph,,Gift of the architect,154.2024.6,Architecture,Architecture & Design,2024-05-13,N,467653,,,,,,,117.8562357125,,,89.1541783084,,
152945,The Anthropocene Museum - Of Steam and Struggle,"Cave Bureau, Stella Mutegi, Kabage Karanja","137274, 137275, 137269","(Kenya, est. 2014) (Kenyan, born 1979) (Kenyan-British, born 1979)",(Kenyan) (Kenyan) (Kenyan),(2014) (1979) (1979),(0) (0) (0),() (female) (male),2019,Digital image,,Committee on Architecture and Design Funds,148.2024,Architecture,Architecture & Design,2024-05-13,N,468850,,,,,,,,,,,,
152953,Elephant World: Elephant Museum,"Boonserm Premthada, Spaceshift Studio","137387, 137798","(Thai, born 1966)",(Thai) (),(1966) (0),(0) (0),(male) (),2020,Digital photograph,,Gift of the architect,146.2024.6,Architecture,Architecture & Design,2024-05-13,N,468892,,,,,,,,,,,,
152950,Elephant World: The Cultural Courtyard,"Boonserm Premthada, Spaceshift Studio","137387, 137798","(Thai, born 1966)",(Thai) (),(1966) (0),(0) (0),(male) (),2019,Digital collage,,Gift of the architect,146.2024.3,Architecture,Architecture & Design,2024-05-13,N,468889,,,,,,,,,,,,
152942,The Anthropocene Museum - cast model,"Cave Bureau, Stella Mutegi, Kabage Karanja","137274, 137275, 137269","(Kenya, est. 2014) (Kenyan, born 1979) (Kenyan-British, born 1979)",(Kenyan) (Kenyan) (Kenyan),(2014) (1979) (1979),(0) (0) (0),() (female) (male),2019,Bronze,"7 × 39 × 8"" (17.8 × 99.1 × 20.3 cm)",Committee on Architecture and Design Funds,147.2024,Architecture,Architecture & Design,2024-05-13,N,468847,,,,,20.3200406401,,17.7800355601,,,99.0601981204,,
152941,Khudi Bari (tiny house),Marina Tabassum,137310,"(Bangladeshi, born 1968)",(Bangladeshi),(1968),(0),(female),2020-2023,"Cardboard, wood, metal","assembled (approx.): 38 × 32 × 32"" (96.5 × 81.3 × 81.3 cm)",Committee on Architecture and Design Funds,159.2024,Architecture,Architecture & Design,2024-05-13,N,468843,,,,,60.9601219202,,121.9202438405,,,60.9601219202,,
152940,Khudi Bari (tiny house),"Marina Tabassum, Piplu R. Kahn","137310, 137800","(Bangladeshi, born 1968) (Bangladeshi)",(Bangladeshi) (Bangladeshi),(1968) (0),(0) (0),(female) (male),2023,Digital video,,Committee on Architecture and Design Funds,160.2024,Architecture,Architecture & Design,2024-05-13,N,468841,,,,,,,,,,,,
152007,Radio Free Alcatraz: Bear,Chris Cornelius,137268,"(American and Oneida, born 1971)",(Oneida),(1971),(0),(male),2009,"Copper mesh, brass, bronze, hydrocal, and cigar box","20 × 8 1/2 × 25"" (50.8 × 21.6 × 63.5 cm)",Committee on Architecture and Design Funds,157.2024,Architecture,Architecture & Design,2024-05-13,N,467642,,,,,63.5001270003,,50.8001016002,,,21.5900431801,,
152939,For the Community by the Community - Handwashing Station,Nifemi Marcus Bello,137297,"(Nigerian, born 1988)",(Nigerian),(1988),(0),(male),2020,"Steel, polyurethane containers, ceramic","47 1/4 × 20 × 20 3/4"" (120 × 50.8 × 52.7 cm)",Committee on Architecture and Design Funds,170.2024,Design,Architecture & Design,2024-05-13,N,468616,,,,,52.7051054102,,120.0152400305,,,50.8001016002,,
155943,Khudi Bari (tiny house),Marina Tabassum,137310,"(Bangladeshi, born 1968)",(Bangladeshi),(1968),(0),(female),,five digital images,,Committee on Architecture and Design Funds,161.2024.1-5,Architecture,Architecture & Design,2024-05-13,N,479322,,,,,,,,,,,,
142659,Woven Translations,Jibbe van Schie,135451,"(Dutch, born 1998)",(Dutch),(1998),(0),(male),2021-2023,3D printed ceramic,"10 13/16 × 4 15/16 × 4 15/16"" (27.5 × 12.5 × 12.5 cm)",Committee on Architecture and Design Funds,181.2024,Design,Architecture & Design,2024-05-13,N,445108,,,"""MoMA, Floor 1, 1 South""",,12.5,,27.5,,,12.5,,
155794,pool 6,Nora Turato,134497,"(Croatian, born 1991)",(Croatian),(1991),(0),(female),2024,"4K video (color, sound)",40:05 min.,Acquired through the generosity of Richard Chang and Neda Young,142.2024,Video,Media and Performance,2024-05-09,N,474116,,,,,,,,,,,,
155793,Decomposition Animation,"Enzo Camacho, Ami Lien","137780, 137635","(Filipino, born 1985) (American, born 1987)",(Filipino) (American),(1985) (1987),(0) (0),(male) (female),2023,"16mm film (color, silent)",50 sec.,"Fund for the Twenty-First Century
",138.2024,Film,Media and Performance,2024-05-09,Y,474115,https://www.moma.org/collection/works/474115,https://www.moma.org/media/W1siZiIsIjU3OTIxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=beb697e6e366680e,,,,,,,,,,
143601,Of Men and Gods and Mud,Ali Cherri,136729,"(Lebanese, born 1976)",(Lebanese),(1976),(0),(male),2022,"Three-channel high-definition video (color, sound)",18:20 min.,Fund for the Twenty-First Century,139.2024,Video,Media and Performance,2024-05-09,Y,451643,https://www.moma.org/collection/works/451643,https://www.moma.org/media/W1siZiIsIjU3NTg5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1f20898eecf87624,,,,,,,,,,
155792,Langit Lupa,"Enzo Camacho, Ami Lien","137780, 137635","(Filipino, born 1985) (American, born 1987)",(Filipino) (American),(1985) (1987),(0) (0),(male) (female),2023,"4K video (color, sound)",56:21 min.,Fund for the Twenty-First Century,137.2024,Video,Media and Performance,2024-05-09,Y,474114,https://www.moma.org/collection/works/474114,https://www.moma.org/media/W1siZiIsIjU3NTkzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5b4d6443351710f7,,,,,,,,,,
143705,Fala da Terra (Voice of the Land),"Bárbara Wagner, Benjamin de Burca","136816, 136817","(Brazilian, born 1980) (German, born 1975)",(Brazilian) (German),(1980) (1975),(0) (0),(female) (male),2022,"High-definition video (color, sound)",19 min.,Latin American and Caribbean Fund,143.2024,Video,Media and Performance,2024-05-09,N,452698,,,,,,,,,,,,
143450,AGHDRA,Arthur Jafa,69635,"(American, born 1960)",(American),(1960),(0),(male),2021,"4K video (black and white and color, sound)",1 hr. 14:59 min,Purchase,141.2024,Video,Media and Performance,2024-05-09,Y,450935,https://www.moma.org/collection/works/450935,https://www.moma.org/media/W1siZiIsIjU3OTIyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2c1a6f370a6dd65d,,,,,,,,,,
139895,Hole In Space,"Kit Galloway, Sherrie Rabinowitz","35541, 35542","(American, born 1948) (American, 1950–2013)",(American) (American),(1948) (1950),(0) (2013),(male) (female),1980,"Recording of a life-size, interactive, and telecollaborative public video/audio satellite link connecting pedestrians in Los Angeles and New York for three days. Two-channel standard-definition video (black and white, sound)
",60 min.,"Purchased jointly by The Museum of Modern Art, New York (through the generosity of Eleanor Heyman Propp) and San Francisco Museum of Modern Art (through the Ruth Nash Fund and, by exchange, through a gift of Michael D. Abrams)",140.2024,Installation,Media and Performance,2024-05-09,Y,434509,https://www.moma.org/collection/works/434509,,,,,,,,,,,3600.0
150979,"Bastion, from the series Habitat and Inhabitants",Tecla Tofano,136602,"(Venezuelan, born Italy. 1927–1995)",(Venezuelan),(1927),(1995),(),1967,Glazed ceramic,"14 × 6 × 6"" (35.6 × 15.2 × 15.2 cm)",Latin American and Caribbean Fund,212.2024,Sculpture,Painting & Sculpture,2024-04-08,N,466104,,,,,15.2400304801,,35.5600711201,,,15.2400304801,,
150980,Totem Tongue,Tecla Tofano,136602,"(Venezuelan, born Italy. 1927–1995)",(Venezuelan),(1927),(1995),(),1966,Glazed ceramic,"12 1/2 × 4 × 3"" (31.8 × 10.2 × 7.6 cm)",Latin American and Caribbean Fund,213.2024,Sculpture,Painting & Sculpture,2024-04-08,N,466105,,,,,7.62001524,,31.7500635001,,,10.16002032,,
150981,"Untitled, from the series The Canned",Tecla Tofano,136602,"(Venezuelan, born Italy. 1927–1995)",(Venezuelan),(1927),(1995),(),1970,"Glazed ceramic
","8 1/2 × 7 1/2 × 6 1/4"" (21.6 × 19.1 × 15.9 cm)",Latin American and Caribbean Fund,214.2024,Sculpture,Painting & Sculpture,2024-04-08,N,466106,,,,,15.8750317501,,21.5900431801,,,19.0500381001,,
150984,"Untitled, from the series Involvement",Wanda Pimentel,137118,"(Brazilian, 1943 – 2019)",(Brazilian),(1943),(2019),(),1968,Vinyl paint on canvas,"45 11/16 × 35 1/16 × 13/16"" (116 × 89 × 2 cm)",Committee on Painting and Sculpture Funds,210.2024,Painting,Painting & Sculpture,2024-04-08,N,466128,,,,,2.0,,116.0,,,89.0,,
150983,Untitled Vase,Tecla Tofano,136602,"(Venezuelan, born Italy. 1927–1995)",(Venezuelan),(1927),(1995),(),1961,Glazed ceramic,,Gift of Luis Felipe Farias S.,216.2024,Sculpture,Painting & Sculpture,2024-04-08,N,466109,,,,,,,,,,,,
150982,"Women in History, from the series Of the Female Gender,",Tecla Tofano,136602,"(Venezuelan, born Italy. 1927–1995)",(Venezuelan),(1927),(1995),(),1975,Glazed ceramic,"10 1/2 × 7 × 5"" (26.7 × 17.8 × 12.7 cm)",Latin American and Caribbean Fund and Estrellita Brodsky,215.2024,Sculpture,Painting & Sculpture,2024-04-08,N,466107,,,,,12.7000254001,,26.6700533401,,,17.7800355601,,
150978,Thought Comes from the Body II,Seth Price,32690,"(American, born 1973)",(American),(1973),(0),(male),2022-23,"Acrylic paint, polymers and UV-print on aluminum composite","9' 11 3/4"" × 9' 11 3/4"" (304.2 × 304.2 cm)",Gift of Mathias Boehringer,136.2024,Painting,Painting & Sculpture,2024-04-08,N,466103,,,,,0.0,,304.2,,,304.2,,
150975,BN: The Paintings in Scale (Blue),David Diao,1528,"(American, born 1943)",(American),(1943),(0),(male),1991,Acrylic and vinyl paint on canvas,"6' 6"" x 11' (198.1 x 335.3 cm)",Purchase,131.2024,Painting,Painting & Sculpture,2024-04-08,N,466099,,,,,0.0,,198.1203962408,,,335.2806705613,,
150974,Head of Koitalel,Michael Armitage,75641,"(Kenyan British, born 1984)",(Kenyan),(1984),(0),(male),2021,Oil on Lubugo bark cloth,"25 13/16 × 19 13/16"" (65.6 × 50.3 cm)",Gift of Jay Jopling and White Cube,128.2024,Painting,Painting & Sculpture,2024-04-08,N,466098,,,,,0.0,,65.5638811278,,,50.3238506477,,
150977,TK3683-77,Tadaaki Kuwayama,6907,"(American, born Japan. 1932–2023)",(American),(1932),(2023),(male),1977,Metallic paint on canvas with aluminum,"6' 11"" x 6' 11"" (210.8 × 210.8 cm)",Purchase,208.2024,Painting,Painting & Sculpture,2024-04-08,N,466101,,,,,0.0,,210.8204216408,,,210.8204216408,,
150976,The Boudoir,Gwen Knight,3162,"(American, 1913–2005)",(American),(1913),(2005),(female),c. 1941,Tempera on board,"17 7/8 × 12"" (45.4 × 30.5 cm)",Gift of Candace King Weir,134.2024,Painting,Painting & Sculpture,2024-04-08,N,466100,,,,,0.0,,45.4025908052,,,30.4800609601,,
151984,Black Mat Black 170 x 380,Suki Seokyang Kang,137256,"(Korean, born 1977)",(Korean),(1977),(0),(female),2021-22,"Woven dyed Hwamunseok, thread","12' 5 5/8"" x 66 15/16"" (380 × 170 cm)",Fund for the Twenty-First Century,133.2024,Textile,Painting & Sculpture,2024-04-08,N,467343,,,,,0.0,,380.0,,,170.0,,
142862,Reclining (Pauline),Nairy Baghramian,69641,"(German, born Iran. 1971)",(German),(1971),(0),(female),2023,"Powder-coated cast aluminum, stainless steel, and bronze","7' 6 1/2"" × 19' 5 1/8"" × 8'4 1/4"" (230 × 592 × 255 cm)",Purchase,129.2024,Sculpture,Painting & Sculpture,2024-04-08,N,447281,,,,,255.0,,230.0,,,592.0,,
143575,Missing and Lost People's Day,Salah Elmur,136711,"(Sudanese, born 1966)",(Sudanese),(1966),(0),(male),2021,Acrylic on canvas,"74 3/4"" x 12' 9 1/2"" (189.9 x 389.9 cm)",Contemporary Arts Council of The Museum of Modern Art,132.2024,Painting,Painting & Sculpture,2024-04-08,N,451409,,,,,0.0,,189.9,,,389.9,,
142723,The Lamentation (Die Klage),Käthe Kollwitz,3201,"(German, 1867–1945)",(German),(1867),(1945),(female),1941-42,Plaster and metallic paint,"10 7/8 × 10 3/8 × 3 7/8"" (27.6 × 26.4 × 9.8 cm)",Purchase,135.2024,Sculpture,Painting & Sculpture,2024-04-08,N,446178,,,,,9.8,,27.6,,,26.4,,
151952,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,"Pencil, colored pencil, and oil pastel on torn paper; one from a series of sixty-one sheets","sheet (approx.): 25 11/16 × 19 11/16"" (65.2 × 50 cm)",Fund for the Twenty-First Century,124.2024.30,Drawing,Drawings & Prints,2024-03-07,N,467214,,,"""MoMA, Floor 1, 1 North""",,,,65.2,,,50.0,,
151963,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,Pencil on torn paper; one from a series of sixty-one sheets,"sheet (approx.): 23 3/8 × 16 9/16"" (59.4 × 42 cm)",Fund for the Twenty-First Century,124.2024.41,Drawing,Drawings & Prints,2024-03-07,N,467225,,,"""MoMA, Floor 1, 1 North""",,,,59.4,,,42.0,,
151965,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,Pencil on torn paper; one from a series of sixty-one sheets,"sheet (approx.): 23 3/8 × 16 9/16"" (59.4 × 42 cm)",Fund for the Twenty-First Century,124.2024.43,Drawing,Drawings & Prints,2024-03-07,N,467227,,,"""MoMA, Floor 1, 1 North""",,,,59.4,,,42.0,,
151958,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,"Pencil, colored pencil, oil pastel, and spray paint on torn paper; one from a series of sixty-one sheets","sheet (approx.): 25 11/16 × 19 11/16"" (65.2 × 50 cm)",Fund for the Twenty-First Century,124.2024.36,Drawing,Drawings & Prints,2024-03-07,N,467220,,,"""MoMA, Floor 1, 1 North""",,,,65.2,,,50.0,,
151954,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,"Pencil, colored pencil, oil pastel, and spray paint on torn paper; one from a series of sixty-one sheets","sheet (approx.): 25 11/16 × 19 11/16"" (65.2 × 50 cm)",Fund for the Twenty-First Century,124.2024.32,Drawing,Drawings & Prints,2024-03-07,N,467216,,,"""MoMA, Floor 1, 1 North""",,,,65.2,,,50.0,,
151953,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,Pencil on torn paper; one from a series of sixty-one sheets,"sheet (approx.): 23 3/8 × 16 9/16"" (59.4 × 42 cm)",Fund for the Twenty-First Century,124.2024.31,Drawing,Drawings & Prints,2024-03-07,N,467215,,,"""MoMA, Floor 1, 1 North""",,,,59.4,,,42.0,,
151949,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,Pencil on torn paper; one from a series of sixty-one sheets,"sheet (approx.): 23 3/8 × 16 9/16"" (59.4 × 42 cm)",Fund for the Twenty-First Century,124.2024.27,Drawing,Drawings & Prints,2024-03-07,N,467211,,,"""MoMA, Floor 1, 1 North""",,,,59.4,,,42.0,,
151951,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,Pencil on torn paper; one from a series of sixty-one sheets,"sheet (approx.): 23 3/8 × 16 9/16"" (59.4 × 42 cm)",Fund for the Twenty-First Century,124.2024.29,Drawing,Drawings & Prints,2024-03-07,N,467213,,,"""MoMA, Floor 1, 1 North""",,,,59.4,,,42.0,,
151950,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,"Pencil, colored pencil, oil pastel, and spray paint on torn paper; one from a series of sixty-one sheets","sheet (approx.): 25 11/16 × 19 11/16"" (65.2 × 50 cm)",Fund for the Twenty-First Century,124.2024.28,Drawing,Drawings & Prints,2024-03-07,N,467212,,,"""MoMA, Floor 1, 1 North""",,,,65.2,,,50.0,,
151962,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,"Pencil, colored pencil, and oil pastel on torn paper; one from a series of sixty-one sheets","sheet (approx.): 25 11/16 × 19 11/16"" (65.2 × 50 cm)",Fund for the Twenty-First Century,124.2024.40,Drawing,Drawings & Prints,2024-03-07,N,467224,,,"""MoMA, Floor 1, 1 North""",,,,65.2,,,50.0,,
151948,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,"Pencil, colored pencil, and oil pastel on torn paper; one from a series of sixty-one sheets","sheet (approx.): 25 11/16 × 19 11/16"" (65.2 × 50 cm)",Fund for the Twenty-First Century,124.2024.26,Drawing,Drawings & Prints,2024-03-07,N,467210,,,"""MoMA, Floor 1, 1 North""",,,,65.2,,,50.0,,
151947,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,Pencil on torn paper; one from a series of sixty-one sheets,"sheet (approx.): 23 3/8 × 16 9/16"" (59.4 × 42 cm)",Fund for the Twenty-First Century,124.2024.25,Drawing,Drawings & Prints,2024-03-07,N,467209,,,"""MoMA, Floor 1, 1 North""",,,,59.4,,,42.0,,
151956,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,"Pencil, colored pencil, oil pastel, and spray paint on torn paper; one from a series of sixty-one sheets","sheet (approx.): 25 11/16 × 19 11/16"" (65.2 × 50 cm)",Fund for the Twenty-First Century,124.2024.34,Drawing,Drawings & Prints,2024-03-07,N,467218,,,"""MoMA, Floor 1, 1 North""",,,,65.2,,,50.0,,
