,Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
143431,"Ferry Crossing enroute to Congo, Nkole, Uganda",Eslanda Goode Robeson,136585,"(American, 1895–1965)",(American),(1895),(1965),(female),1936,Gelatin silver print,"3 1/2 × 3 1/2"" (8.9 × 8.9 cm)",The Photography Council Fund,235.2023,Photograph,Photography,2023-10-18,Y,450590,https://www.moma.org/collection/works/450590,https://www.moma.org/media/W1siZiIsIjU0OTc3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a823c8aeae04be73,,,0.0,,8.89001778,,,8.89001778,,
143421,Mascarón Dorado (Golden Mask),Lake Verea (Carla Verea Hernández and Francisca Rivero-Lake),136621,(Mexican),(Mexican),(0),(0),(female),2019,Chromogenic print,"118 1/8 × 72"" (300 × 182.9 cm)
",Latin American and Caribbean Fund,231.2023.x1-x2,Photograph,Photography,2023-10-18,Y,450530,https://www.moma.org/collection/works/450530,https://www.moma.org/media/W1siZiIsIjU1MDIyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a478a3de6c46d330,,,0.0,,300.0381000762,,,182.8803657607,,
143433,"Self Portrait, New York City",Eslanda Goode Robeson,136585,"(American, 1895–1965)",(American),(1895),(1965),(female),1938,Gelatin silver print,"8 × 10"" (20.3 × 25.4 cm)",The Photography Council Fund,237.2023,Photograph,Photography,2023-10-18,Y,450592,https://www.moma.org/collection/works/450592,https://www.moma.org/media/W1siZiIsIjU0OTc4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f01231d456b2a299,,,0.0,,20.3200406401,,,25.4000508001,,
143434,"Leopoldville Ladies, Leopoldville Area, Congo",Eslanda Goode Robeson,136585,"(American, 1895–1965)",(American),(1895),(1965),(female),1946,Two gelatin silver prints (diptych),"Each 4 1/4 × 4 1/4"" (10.8 × 10.8 cm)",The Photography Council Fund,238.2023.a-b,Photograph,Photography,2023-10-18,Y,450593,https://www.moma.org/collection/works/450593,https://www.moma.org/media/W1siZiIsIjU1MDAwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ca76605695767db0,,,0.0,,10.8,,,10.8,,
143577,Yellow,RaMell Ross,136713,"(American, born 1982)",(American),(1982),(0),(male),2013,Inkjet print,"36 × 46 1/16"" (91.4 × 117 cm)",Carl Jacobs Fund,239.2023,Photograph,Photography,2023-10-18,Y,451420,https://www.moma.org/collection/works/451420,https://www.moma.org/media/W1siZiIsIjU0OTk1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=881d862b0ea1bf10,,,,,91.4401828804,,,116.998983998,,
143420,Dos Tlaloc (Two Tlaloc),Lake Verea (Carla Verea Hernández and Francisca Rivero-Lake),136621,(Mexican),(Mexican),(0),(0),(female),2019,Chromogenic print,"118 1/8 × 72"" (300 × 182.9 cm)
",Acquired through the generosity of Clark B. Winter Jr.,229.2023.x1-x2,Photograph,Photography,2023-10-18,Y,450529,https://www.moma.org/collection/works/450529,https://www.moma.org/media/W1siZiIsIjU0OTk0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b1bbba2f82ccbcab,,,0.0,,300.0381000762,,,182.8803657607,,
143448,Agony of the New Bed,Sheelasha Rajbhandari,136659,"(Nepali, born 1988)",(Nepali),(1988),(0),(female),2023,"Thirty inkjet prints on linen, embroidery thread, metal thread, glass beads, on 30 beds, wood, imitation gold leaf","Each 12 3/8 × 8 7/16 × 6 1/2"" (31.5 × 21.5 × 16.5 cm)
",Fund for the Twenty-First Century,234.2023,Sculpture,Photography,2023-10-18,Y,450875,https://www.moma.org/collection/works/450875,https://www.moma.org/media/W1siZiIsIjU3MDEwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5c56d7de81955236,,,16.5,,31.5,,,21.5,,
143670,"Mirrored Table, Person (Subject #1)",Tania Franco Klein,136562,"(Mexican, born 1990)",(Mexican),(1990),(0),(female),2022,Inkjet print,"29 1/2 × 39 1/2"" (74.9 × 100.3 cm)",The Family of Man Fund,227.2023.13,Photograph,Photography,2023-10-18,Y,451987,https://www.moma.org/collection/works/451987,,,,,,74.9301498603,,,100.3302006604,,
143578,Man,RaMell Ross,136713,"(American, born 1982)",(American),(1982),(0),(male),2019,Inkjet print,"48 × 60 1/16"" (121.9 × 152.6 cm)",Carl Jacobs Fund,240.2023,Photograph,Photography,2023-10-18,Y,451423,https://www.moma.org/collection/works/451423,https://www.moma.org/media/W1siZiIsIjU1Mzg1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d0469f71c22c1c55,,,,,121.9202438405,,,152.5590551181,,
143672,"Mirrored Table, Person (Subject #13)",Tania Franco Klein,136562,"(Mexican, born 1990)",(Mexican),(1990),(0),(female),2022,Inkjet print,"29 1/2 × 39 1/2"" (74.9 × 100.3 cm)",The Family of Man Fund,227.2023.15,Photograph,Photography,2023-10-18,Y,451989,https://www.moma.org/collection/works/451989,,,,,,74.9301498603,,,100.3302006604,,
143668,"Red Car, Person (Subject #20)",Tania Franco Klein,136562,"(Mexican, born 1990)",(Mexican),(1990),(0),(female),2022,Inkjet print,"29 1/2 × 39 1/2"" (74.9 × 100.3 cm)",The Family of Man Fund,227.2023.11,Photograph,Photography,2023-10-18,Y,451985,https://www.moma.org/collection/works/451985,,,,,,74.9301498603,,,100.3302006604,,
143666,"Green Bathroom, Person (Subject #2)",Tania Franco Klein,136562,"(Mexican, born 1990)",(Mexican),(1990),(0),(female),2022,Inkjet print,"29 1/2 × 39 1/2"" (74.9 × 100.3 cm)",The Family of Man Fund,227.2023.9,Photograph,Photography,2023-10-18,Y,451983,https://www.moma.org/collection/works/451983,,,,,,74.9301498603,,,100.3302006604,,
143673,"Mirrored Table, Person (Subject #15)",Tania Franco Klein,136562,"(Mexican, born 1990)",(Mexican),(1990),(0),(female),2022,Inkjet print,"29 1/2 × 39 1/2"" (74.9 × 100.3 cm)",The Family of Man Fund,227.2023.16,Photograph,Photography,2023-10-18,Y,451990,https://www.moma.org/collection/works/451990,,,,,,74.9301498603,,,100.3302006604,,
143667,"Mirrored Table, Person (Subject #9)",Tania Franco Klein,136562,"(Mexican, born 1990)",(Mexican),(1990),(0),(female),2022,Inkjet print,"29 1/2 × 39 1/2"" (74.9 × 100.3 cm)",The Family of Man Fund,227.2023.10,Photograph,Photography,2023-10-18,Y,451984,https://www.moma.org/collection/works/451984,,,,,,74.9301498603,,,100.3302006604,,
143669,"Window Room, Person (Subject #9)",Tania Franco Klein,136562,"(Mexican, born 1990)",(Mexican),(1990),(0),(female),2022,Inkjet print,"29 1/2 × 39 1/2"" (74.9 × 100.3 cm)",The Family of Man Fund,227.2023.12,Photograph,Photography,2023-10-18,Y,451986,https://www.moma.org/collection/works/451986,,,,,,74.9301498603,,,100.3302006604,,
143671,"Mirrored Table, Person (Subject #3)",Tania Franco Klein,136562,"(Mexican, born 1990)",(Mexican),(1990),(0),(female),2022,Inkjet print,"29 1/2 × 39 1/2"" (74.9 × 100.3 cm)",The Family of Man Fund,227.2023.14,Photograph,Photography,2023-10-18,Y,451988,https://www.moma.org/collection/works/451988,,,,,,74.9301498603,,,100.3302006604,,
143661,"Window Room, Person (Subject #19)",Tania Franco Klein,136562,"(Mexican, born 1990)",(Mexican),(1990),(0),(female),2022,Inkjet print,"29 1/2 × 39 1/2"" (74.9 × 100.3 cm)",The Family of Man Fund,227.2023.4,Photograph,Photography,2023-10-18,Y,451978,https://www.moma.org/collection/works/451978,,,,,,74.9301498603,,,100.3302006604,,
143660,"Red Car, Person (Subject #12)",Tania Franco Klein,136562,"(Mexican, born 1990)",(Mexican),(1990),(0),(female),2022,Inkjet print,"29 1/2 × 39 1/2"" (74.9 × 100.3 cm)",The Family of Man Fund,227.2023.3,Photograph,Photography,2023-10-18,Y,451977,https://www.moma.org/collection/works/451977,,,,,,74.9301498603,,,100.3302006604,,
143664,"Red Car, Person (Subject #21)",Tania Franco Klein,136562,"(Mexican, born 1990)",(Mexican),(1990),(0),(female),2022,Inkjet print,"29 1/2 × 39 1/2"" (74.9 × 100.3 cm)",The Family of Man Fund,227.2023.7,Photograph,Photography,2023-10-18,Y,451981,https://www.moma.org/collection/works/451981,,,,,,74.9301498603,,,100.3302006604,,
143665,"Window Room, Person (Subject #10)",Tania Franco Klein,136562,"(Mexican, born 1990)",(Mexican),(1990),(0),(female),2022,Inkjet print,"29 1/2 × 39 1/2"" (74.9 × 100.3 cm)",The Family of Man Fund,227.2023.8,Photograph,Photography,2023-10-18,Y,451982,https://www.moma.org/collection/works/451982,,,,,,74.9301498603,,,100.3302006604,,
143659,"Mirrored Table, Person (Subject #14)",Tania Franco Klein,136562,"(Mexican, born 1990)",(Mexican),(1990),(0),(female),2022,Inkjet print,"29 1/2 × 39 1/2"" (74.9 × 100.3 cm)",The Family of Man Fund,227.2023.2,Photograph,Photography,2023-10-18,Y,451976,https://www.moma.org/collection/works/451976,,,,,,74.9301498603,,,100.3302006604,,
143658,"Green Bathroom, Person (Subject #15)",Tania Franco Klein,136562,"(Mexican, born 1990)",(Mexican),(1990),(0),(female),2022,Inkjet print,"29 1/2 × 39 1/2"" (74.9 × 100.3 cm)",The Family of Man Fund,227.2023.1,Photograph,Photography,2023-10-18,Y,451975,https://www.moma.org/collection/works/451975,,,,,,74.9301498603,,,100.3302006604,,
143662,"Green Bathroom, Person (Subject #19)",Tania Franco Klein,136562,"(Mexican, born 1990)",(Mexican),(1990),(0),(female),2022,Inkjet print,"29 1/2 × 39 1/2"" (74.9 × 100.3 cm)",The Family of Man Fund,227.2023.5,Photograph,Photography,2023-10-18,Y,451979,https://www.moma.org/collection/works/451979,,,,,,74.9301498603,,,100.3302006604,,
143579,"Pop-Pop Video, Kojak/Wang 4, Contact Sheet Fragments",Dara Birnbaum,34389,"(American, born 1946)",(American),(1946),(0),(female),1980,Four gelatin silver prints,"Overall 14 15/16 × 12 5/8"" (38 × 32 cm)
",Gift of Jill and Peter Kraus,225.2023,Photograph,Photography,2023-10-18,Y,451424,https://www.moma.org/collection/works/451424,https://www.moma.org/media/W1siZiIsIjU1NDQ1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=92707ca530e63609,,,0.0,,38.0,,,32.0,,
143580,Untitled (Allan McCollum),Louise Lawler,7928,"(American, born 1947)",(American),(1947),(0),(female),1992,"Paperweight with silver dye bleach print, crystal and felt","3 1/2 × 2"" (8.9 × 5.1 cm)",Gift of Elizabeth Kessenides,232.2023,Photograph,Photography,2023-10-18,Y,451425,https://www.moma.org/collection/works/451425,https://www.moma.org/media/W1siZiIsIjU1NjQwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fc57bfac99595cd9,,,0.0,,8.89001778,,,5.08001016,,
143581,Big Nude II,Heji Shin,136714,"(German, born 1976)",(German),(1976),(0),(female),2023,Inkjet print,"73 × 54 3/4"" (185.4 × 139.1 cm)",John Szarkowski Fund,241.2023,Photograph,Photography,2023-10-18,Y,451426,https://www.moma.org/collection/works/451426,https://www.moma.org/media/W1siZiIsIjU3OTY0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7462cd1d60b48a79,,,0.0,,185.4203708407,,,139.0652781306,,
143663,"Mirrored Table, Person (Subject #10)",Tania Franco Klein,136562,"(Mexican, born 1990)",(Mexican),(1990),(0),(female),2022,Inkjet print,"29 1/2 × 39 1/2"" (74.9 × 100.3 cm)",The Family of Man Fund,227.2023.6,Photograph,Photography,2023-10-18,Y,451980,https://www.moma.org/collection/works/451980,,,,,,74.9301498603,,,100.3302006604,,
143158,"""Fainting was the obvious physical...""",Greer Lankton,49695,"(American, 1958–1996)",(American),(1958),(1996),(female),1977,watercolor and ink on paper,"13 3/4 × 9 1/4"" (34.9 × 23.5 cm)",Gift of Joyce Randall Senechal,F2023.37,Ephemera,Film,2023-10-12,N,448036,,,,,0.0,,34.9250698501,,,23.4950469901,,
143157,"""He tries to be good in the ward...""",Greer Lankton,49695,"(American, 1958–1996)",(American),(1958),(1996),(female),1977,watercolor and ink on paper,"10 × 12 1/2"" (25.4 × 31.8 cm)",Gift of Joyce Randall Senechal,F2023.36,Ephemera,Film,2023-10-12,N,448035,,,,,0.0,,25.4000508001,,,31.7500635001,,
143159,Untitled [on hole-punched notebook paper],Greer Lankton,49695,"(American, 1958–1996)",(American),(1958),(1996),(female),1977,ink on paper,"8 1/2 × 5 1/2"" (21.6 × 14 cm)",Gift of Joyce Randall Senechal,F2023.38,Ephemera,Film,2023-10-12,N,448037,,,,,0.0,,21.5900431801,,,13.9700279401,,
143156,"""Remembrances of the Hospital""",Greer Lankton,49695,"(American, 1958–1996)",(American),(1958),(1996),(female),1977,watercolor and ink on paper,"10 × 12 1/2"" (25.4 × 31.8 cm)",Gift of Joyce Randall Senechal,F2023.35,Ephemera,Film,2023-10-12,N,448034,,,,,0.0,,25.4000508001,,,31.7500635001,,
143155,"""One Night After Group Therapy...""",Greer Lankton,49695,"(American, 1958–1996)",(American),(1958),(1996),(female),1977,watercolor and ink on paper,"13 7/8 × 10"" (35.2 × 25.4 cm)",Gift of Joyce Randall Senechal,F2023.34,Ephemera,Film,2023-10-12,N,448033,,,,,0.0,,35.2425704851,,,25.4000508001,,
143340,Ich Schlafend (I am sleeping),Annegret Soltau,136535,"(German, born 1946)",(German),(1946),(0),(female),1977-78,Six gelatin silver prints,"Each 11 1/2 × 15 3/8"" (29.2 × 39.1 cm)
",Agnes Rindge Claflin Fund,242.2023.a-f,Photograph,Photography,2023-10-06,Y,450419,https://www.moma.org/collection/works/450419,https://www.moma.org/media/W1siZiIsIjU1MTIwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e87d4a7ffee48da2,,,,,29.2100584201,,,39.0525781052,,
